estado_comprador,id_entidad,id_sujeto,sujeto_obligado,ejercicio,tipo_procedimiento,materia,caracter,expediente,num_contrato,proveedor,rfc_norm,fecha_efectiva,importe,tipo_monto,moneda,direccion_anuncio,url_fallo,municipio_proveedor,cp_proveedor,origen_recursos,convenio_modif,descripcion,objeto,fecha_actualizacion,formato,rfc_valido,es_persona_moral,fecha_constitucion_rfc,nombre_sfp,multa,institucion_sancionadora,inicio,fin,plazo_txt,durante_inhabilitacion
BAJA CALIFORNIA,2,11660,BCN - Oficialia Mayor de Gobierno,2025,Adjudicación directa,Servicios,Nacional,5019708-1,5019708-1,GEN INDUSTRIAL S.A. DE C.V.,GIN811027SS4,2025-04-09,45787.0,con_impuestos,MEXICANA,http://wsextbc.ebajacalifornia.gob.mx/CdnBc/api/Imagenes/ObtenerImagenDeSistema?sistemaSolicitante=setBC/&nombreArchivo=FuenteOrigen/29/8020251230114440.jpg&descargar=false,,MEXICALI,21387,Estatales,No,SERVICIOS DE LIMPIEZA HIGIENE Y FUMIGA,SERVICIOS DE LIMPIEZA HIGIENE Y FUMIGA,2025-06-30,59258,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
CIUDAD DE MÉXICO,9,1631,CMX - Secretaria de Obras y Servicios,2025,Adjudicación directa,Servicios relacionados con obra pública,Nacional,OPAD-DOIAOP-L-061-2025,DGCOP-AD-L-5-175-25,"CONSTRUCCIONES ARJATO, S.A. DE C.V.",CAR100730PW7,2025-09-01,1563912.0,con_impuestos,PESOS,https://transparencia.cdmx.gob.mx/storage/app/uploads/public/68e/e95/bb7/68ee95bb71034151021161.pdf,https://transparencia.cdmx.gob.mx/storage/app/uploads/public/68e/d98/721/68ed98721228c490280536.pdf,SALVADOR ALVARADO,81520,Estatales,No,"SERVICIOS DE DIRECTOR RESPONSABLE DE OBRA,
CORRESPONSABLE EN SEGURIDAD ESTRUCTURAL,
INSTALACIONES Y DISEÑO URBANO Y ARQUITECTÓNICO,
PRESTADOR DE SERVICIOS AMBIENTALES Y PERITO EN
DESARROLLO URBANO, PARA LA CONSTRUCCIÓN DE LA
UTOPÍAS EL TRIÁNGULO, UBICADA EN LA ALCALDÍA TLÁHUAC","SERVICIOS DE DIRECTOR RESPONSABLE DE OBRA,
CORRESPONSABLE EN SEGURIDAD ESTRUCTURAL,
INSTALACIONES Y DISEÑO URBANO Y ARQUITECTÓNICO,
PRESTADOR DE SERVICIOS AMBIENTALES Y PERITO EN
DESARROLLO URBANO, PARA LA CONSTRUCCIÓN DE LA
UTOPÍAS EL TRIÁNGULO, UBICADA EN LA ALCALDÍA TLÁHUAC",2025-09-30,59413,True,True,2010-07-30,CONSTRUCCIONES ARJATO S. A. DE C. V.,"{'monto': '165026.4', 'monto_cf': '             165,026.40'}","{'nombre': 'Secretaría del Trabajo y Prevision Social', 'clave_dependencia': '00014'}",2026-04-10,2026-07-10,3 meses,False
MICHOACÁN DE OCAMPO,16,3406,"MIC - Sistema para el Desarrollo Integral de la Familia, Michoacan",2025,Adjudicación directa,Adquisiciones,Nacional,A 5841,,MULTIEQUIPOS Y MEDICAMENTOS S.A. DE C.V.,MME1205095G0,,35000.0,con_impuestos,PESOS,,,Monterrey,64890,Estatales,,MEDICAMENTOS,,2025-09-30,59550,True,True,2012-05-09,"MULTIEQUIPOS Y MEDICAMENTOS, S.A. DE C.V.","{'monto': '807984', 'monto_cf': '             807,984.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-05-14,2026-11-14,"1 año, 6 meses",False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2024,Adjudicación directa,Servicios,Nacional,487,DGJ/ADJDIR/21-24,Gelmar Grand Services SA de CV,GGS200902FD8,2024-01-11,137808.0,con_impuestos,Peso,,,Iztapalapa,9440,Federales,No,,Servicio de limpieza del Instituto de Ciencias de la Salud,,59483,True,True,2020-09-02,"GELMAR GRAND SERVICES, S.A. DE C.V.","{'monto': '158396', 'monto_cf': '             158,396.00'}","{'nombre': 'Secretaría de Medio Ambiente y Recursos Naturales', 'clave_dependencia': '00016'}",2026-03-09,2026-06-09,3 meses,False
CIUDAD DE MÉXICO,9,1637,CMX - Secretaria del Medio Ambiente,2025,Adjudicación directa,Adquisiciones,Nacional,SEDEMA/DGAF/JUDCCM/153/2025,SEDEMA/DGAF/JUDCCM/153/2025,"D'sazón Seguridad Alimentaria, S.A. de C.V.",DSS121222IC0,2025-12-12,127727.23,con_impuestos,Nacional,https://www.transparencia.cdmx.gob.mx/storage/app/uploads/public/69c/d66/696/69cd666964cd7000822220.pdf,https://www.transparencia.cdmx.gob.mx/storage/app/uploads/public/69c/d65/08b/69cd6508b2375036436170.pdf,Iztapalapa,9900,Estatales,No,Adquisición de productos alimenticios para los Zoológicos de la Ciudad de México,Adquisición de productos alimenticios para los Zoológicos de la Ciudad de México,2025-12-31,59413,True,True,2012-12-22,"D´SAZÓN SEGURIDAD ALIMENTARIA, S.A. DE C.V.","{'monto': '537720', 'monto_cf': '             537,720.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2026-01-23,2027-01-23,1 año,False
NUEVO LEÓN,19,11057,NLE - Sistema de Caminos de Nuevo Leon (OPD),2024,Adjudicación directa,Servicios,Nacional,O.C.19/2024,,"GEN INDUSTRIAL, S.A. DE C.V.",GIN811027SS4,,0.0,techo_maximo,PESOS,,,MONTERREY,64650,Estatales,,,,2024-01-31,59606,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
COAHUILA DE ZARAGOZA,5,11427,COA - Servicios de Salud,2024,Adjudicación directa,Adquisiciones,Nacional,SSCZ-DA-AD-72-2023,SSCZ-DA-AD-72-2023,MUNDO MEDICO DEL NORTE S.A. DE C.V.,MMN970924139,2023-03-03,121506.3,con_impuestos,NACIONAL,http://sai.saludcoahuila.gob.mx/sai/default/public/modulo/procedimiento/indexad,http://sai.saludcoahuila.gob.mx/sai/default/public/modulo/procedimiento/indexad,SALTILLO,,Federales,,,25301 - Medicinas y productos farmaceuticos,2024-06-30,59330,True,True,1997-09-24,"MUNDO MEDICO DEL NORTE, S.A. DE C.V.","{'monto': '81514.5', 'monto_cf': '              81,514.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2011-08-18,2012-03-18,7 meses,False
CIUDAD DE MÉXICO,9,1634,CMX - Secretaria de Seguridad Ciudadana,2025,Adjudicación directa,Servicios,Nacional,SSC-049-2025,SSC-049-2025,"EYSSA MEXICANA, S.A. DE C.V.",EME720914C86,2025-03-27,20198795.34,con_impuestos,MONEDA NACIONAL,http://data.ssc.cdmx.gob.mx/TransparenciaSSP/sitio_sspdf/LTAPRCCDMX2018/art_121/fraccion_xxx/VINCULOS/SSC-049-2025.pdf,http://data.ssc.cdmx.gob.mx/TransparenciaSSP/sitio_sspdf/LTAPRCCDMX2018/art_121/fraccion_xxx/VINCULOS/OfAdj-049-25.pdf,COYOACÁN,4370,Estatales,No,SERVICIO DE MANTENIMIENTO A LA RED DE SEMAFOROS DEL SUBSISTEMA 1 DE LA CIUDAD DE MÉXICO,LA SECRETARÍA ENCOMIENDA A EL PROVEEDOR Y ESTE SE OBLIGA A REALIZAR EL SERVICIO DE MANTENIMIENTO A LA RED DE SEMÁFOROS DEL SUBSISTEMA 1 DE LA CIUDAD DE MÉXICO,2025-06-30,59413,True,True,1972-09-14,"EYSSA MEXICANA, S.A. DE C.V.","{'monto': '61110', 'monto_cf': '              61,110.00'}","{'nombre': 'Colegio de Postgraduados', 'clave_dependencia': '08140'}",2007-04-20,2007-07-20,3 meses,False
CIUDAD DE MÉXICO,9,1631,CMX - Secretaria de Obras y Servicios,2025,Licitación pública,Obra pública,Nacional,909005989-DGCOP-L-026-2025,DGCOP-LPN-L-1-025-25,"JAGUAR INGENIEROS CONSTRUCTORES, S.A. DE C.V.",JIC011114MX7,2025-05-05,15898725.47,con_impuestos,PESOS,https://transparencia.cdmx.gob.mx/storage/app/uploads/public/686/d9b/a91/686d9ba91e6d7070649799.pdf,https://transparencia.cdmx.gob.mx/storage/app/uploads/public/686/d74/458/686d744582c80255293858.pdf,NAUCALPAN DE JUÁREZ,53100,Federales,No,"CONSTRUCCION DE UN INMUEBLE CORRESPONDIENTE AL EJE CULTURAL EN LA UTOPIA OYAMEL, ALCALDIA MAGDALENA CONTRERAS, Ciudad de Mexico.","CONSTRUCCION DE UN INMUEBLE CORRESPONDIENTE AL EJE CULTURAL EN LA UTOPIA OYAMEL, ALCALDIA MAGDALENA CONTRERAS, Ciudad de Mexico.",2025-09-30,59413,True,True,2001-11-14,"JAGUAR INGENIEROS CONSTRUCTORES, S.A. DE C.V.","{'monto': '604500', 'monto_cf': '             604,500.00'}","{'nombre': 'Grupo Aeroportuario de la Ciudad de México, S.A. de C.V.', 'clave_dependencia': '09999'}",2019-05-17,2020-08-17,"1 año, 3 meses",False
TABASCO,27,5050,TAB - INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE TABASCO (ISSET),2024,Adjudicación directa,Adquisiciones,Nacional,3198,N/A,ABASTECEDORA DE INSUMOS PARA LA SALUD SA DE CV,AIS091015H50,,23322.6,con_impuestos,MXN,,,GUSTAVO A. MADERO,7700,Estatales,No,MEDICINAS Y PRODUCTOS FARMACEUTICOS,COMPRA,2024-06-30,59766,True,True,2009-10-15,"ABASTECEDORA DE INSUMOS PARA LA SALUD, S.A. DE C.V.","{'monto': '1051500', 'monto_cf': '           1,051,500.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2026-04-24,2028-08-11,"2 años, 6 meses",False
BAJA CALIFORNIA,2,11660,BCN - Oficialia Mayor de Gobierno,2025,Adjudicación directa,Servicios,Nacional,5013030-1,5013030-1,"GEN INDUSTRIAL S,A, DE C.V.",GIN811027SS4,2025-03-11,45787.0,con_impuestos,MEXICANA,http://wsextbc.ebajacalifornia.gob.mx/CdnBc/api/Imagenes/ObtenerImagenDeSistema?sistemaSolicitante=setBC/&nombreArchivo=FuenteOrigen/29/8020251229144025.jpg&descargar=false,,MEXICALI,21387,Estatales,No,SERVICIO DE LIMPIEZA HIGIENE Y FUMIGA,SERVICIO DE LIMPIEZA HIGIENE Y FUMIGA,2025-03-31,59258,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
SONORA,26,4920,SON - Instituto Tecnologico de Sonora,2025,Adjudicación directa,Adquisiciones,Nacional,4921,6905,EDITORIAL FONTAMARA SA DE CV,DFO791127FM4,2025-12-09,59740.0,con_impuestos,MXP,https://repositoriotransparencia2.itson.edu.mx/pluginfile.php/985/mod_folder/content/0/Art_70_Fr_XXVIII_Adjudicaci%C3%B3n%20Directa%20y%20Compra%20Directa/Compra%20Directa/Cuarto%20Trimestre/Car%C3%A1tula/Jorge%20Hern%C3%A1ndez/Mireya%20Franco/6905.pdf?forcedownload=1,,Mexico,4100,Federales,No,Impresión y Publicac Of,Impresión y Publicac Of,2026-01-02,59748,True,True,1979-11-27,"DISTRIBUCIONES FONTAMARA, S.A.","{'monto': '72540', 'monto_cf': '              72,540.00'}","{'nombre': 'Secretaría de Educación Pública', 'clave_dependencia': '00011'}",2007-02-10,2007-05-10,3 meses,False
GUANAJUATO,11,11005,GUA - Poder Ejecutivo,2025,Licitación pública,Adquisiciones,Nacional,40051001-061-25,8900005888,AEROTACTICAL SA DE CV,AER210301QY9,2025-10-16,6600.4,con_impuestos,MXP,https://sfia-transparencia.guanajuato.gob.mx/dgrmsg/02025/8900005888-9900013093-T.pdf,https://sfia-transparencia.guanajuato.gob.mx/dgrmsg/02025/40051001-061-25-F-T.pdf,Guadalupe,67120,Federales,No,"Adquisición De Vestuario, Uniformes Y Prendas De Seguridad",1 Pza Bandera Nacional Para Intemperie,2026-01-15,59447,True,True,2021-03-01,"AEROTACTICAL, S.A. DE C.V.","{'monto': '8502', 'monto_cf': '               8,502.00'}","{'nombre': 'Secretaría de la Defensa Nacional', 'clave_dependencia': '00007'}",,,,False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2025,Adjudicación directa,Servicios,Nacional,12500,,Vilmoy SA de CV,VIL050518596,,,techo_maximo,Pesos,,,Pachuca de Soto,42060,Estatales,,"[[1, 'Denominación o razón social', 'Vilmoy SA de CV'], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', 'VIL050518596'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]
[[1, 'Denominación o razón social', 'Laboratorio quimico microbiologo S de RL de CV'], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', 'LQM210127NB8'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]",Pago por el servicio mensual del estudio de calidad del agua en los laboratorios de Gastronomía para el año 2025,2025-10-22,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
GUANAJUATO,11,1956,GUA - Celaya,2024,Adjudicación directa,Adquisiciones,Nacional,3303 - 3302 -3326,3303 - 3302-3326,Grupo RYMSA,RIR160503P96,,67952.0,con_impuestos,Pesos Mexicano,,,Celaya,38060,Municipales,No,COMORA DE MATERIALES VARIOS,COMORA DE MATERIALES VARIOS,2025-03-20,59447,True,True,2016-05-03,"RYMSA IRRIGACIÓN, S. DE R.L. DE C.V.","{'monto': '482391', 'monto_cf': '             482,391.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2024-12-18,2025-12-18,1 año,False
YUCATÁN,31,5870,YUC - Universidad Autonoma de Yucatan,2024,Licitación pública,Adquisiciones,Nacional,LA-UADY-10-2024,26 LA-UADY 10-2024,"GRUPO ARAUJO SALCIDO, S.A. DE C.V.",GAS1203017R2,2024-07-17,517899.4,con_impuestos,PESO MEXICANO,https://transparencia.uady.mx/sitios/cgdf/documentos_publicos/TRANSPARENCIA%202023/2024/10.-%20LA-UADY-10-2024/4.-.%20CONTRATO%20N%C3%9AMERO%2026-LA-UADY-2024%20GRUPO%20ARAUJO%20SALCIDO.pdf,https://transparencia.uady.mx/sitios/cgdf/documentos_publicos/TRANSPARENCIA%202023/2024/9.-%20LA-UADY-10-2024/Acta%20de%20Fallo.pdf,GUADALAJARA,44160,Federales,No,"Silla de Visita Estructura de Acero Respaldo en polipropileno con agujeros.
Silla de Visita Estructura de Acero Respaldo en polipropileno con agujeros.
Pintarrón Blanco Escolar con medidas de 1.80 x 1.20 Mts.
Pintarrón Blanco Escolar con medidas 240 x 120 cm.","EL PROVEEDOR vende y, en consecuencia, conviene en entregar a LA UADY bienes adjudicados en el Procedimiento de Licitación Pública Número LA-UADY/10-2024, relativa a la adquisición de mobiliario, de equipos de aire acondicionado, infraestructura de tecnologías de información, cómputo y audiovisual, correspondientes a las partidas siguientes:",2024-10-10,59839,True,True,2012-03-01,"GRUPO ARAUJO SALCIDO, S.A. DE C.V.","{'monto': '19935', 'monto_cf': '              19,935.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",,,,False
COAHUILA DE ZARAGOZA,5,1046,COA - SIMAS Monclova-Frontera,2025,Adjudicación directa,Servicios,Nacional,25107011,25000115,"MAXI SERVICIOS DE MEXICO, S.A. DE C.V.",MSM0705117N6,2025-12-17,658913.38,con_impuestos,Nacional,,,Torreon,27000,Municipales,No,AMPLIACION DE CONTRATO PARA LOS GUARDIAS DE SEGURIDAD  DE LAS OFICINAS DE SIMAS,AMPLIACION DE CONTRATO PARA LOS GUARDIAS DE SEGURIDAD  DE LAS OFICINAS DE SIMAS,2025-12-31,59330,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",True
QUERÉTARO,22,4562,QUE - Poder Ejecutivo del Estado de Queretaro,2025,Adjudicación directa,Servicios,Nacional,UCS/133/2025,UCS/133/2025,"Nexos Sociedad, Ciencia y Literatura S.A de C.V",NCL900821664,2025-06-27,174000.0,con_impuestos,peso mexicano,https://portal.queretaro.gob.mx/ShowAs.aspx?Nombre=1167104304_CONTRATO_UCS-133-2025.pdf&Ruta=Uploads/Formato_Art66FXXII_2/1167104304_CONTRATO_UCS-133-2025.pdf,https://portal.queretaro.gob.mx/ShowAs.aspx?Nombre=501071943_CEDULA_UCS-133-2025.pdf&Ruta=Uploads/Formato_Art66FXXVII_2/501071943_CEDULA_UCS-133-2025.pdf,Cuauhtémoc,6140,Estatales,No,,Servicios de comunicación social a través de medios impresos en su modalidad de revista nacional,2025-07-01,59658,True,True,1990-08-21,"NEXOS SOCIEDAD, CIENCIA Y LITERATURA, S.A. DE C.V.","{'monto': '999440', 'monto_cf': '             999,440.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2020-08-21,2022-08-21,2 años,False
CHIHUAHUA,8,1407,CHH - Instituto de Capacitacion para el Trabajo del Estado de Chihuahua,2024,Adjudicación directa,Servicios,Nacional,ICATECH/ADF/04/2024,ICATECH/ADF/05/2024,http://web.icatech.edu.mx/transparencia/icatech/2024/Juridico/PDF%20NO%20INFORMACION.pdf NO NO,APT040201KA5,2024-04-01,199520.0,con_impuestos,PESO MEXICANO,http://web.icatech.edu.mx/transparencia/icatech/2024/Administrativo/1%20Trimestre/ICATECH%20ADF%2004%202024%20Serv.%20de%20impresión/CAPS%20054-24%20AP%20Toner.pdf,http://web.icatech.edu.mx/transparencia/icatech/2024/Juridico/PDF%20NO%20INFORMACION.pdf,CHIHUAHUA,31203,Federales,No,"CONTRATACIÓN DEL SERVICIO INTEGRAL DE FOTOCOPIADO E IMPRESIÓN PARA LOS DIVERSOS CENTROS DE COSTO DEL INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE CHIHUAHUA PARA EL EJERCICIO 2024, EN MODALIDAD DE CONTRATO ABIERTO","CONTRATACIÓN DEL SERVICIO INTEGRAL DE FOTOCOPIADO E IMPRESIÓN PARA LOS DIVERSOS CENTROS DE COSTO DEL INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE CHIHUAHUA PARA EL EJERCICIO 2024, EN MODALIDAD DE CONTRATO ABIERTO",2024-04-19,59395,True,True,2004-02-01,"ACTITUD POSITIVA EN TONER, S. DE R.L., MI.","{'monto': '70798', 'monto_cf': '              70,798.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2012-07-21,2012-11-21,4 meses,False
SINALOA,25,4838,SIN - PE06200-Servicios de Salud de Sinaloa,2024,Licitación pública,Adquisiciones,Nacional,PEDIDO SSS-LPN-011-2024,PEDIDO SSS-LPNP-019-011-2024,SIEMENS HEALTHCARE DIAGNOSTICS S. DE R.L DE C.V,SHD080618IA7,2024-06-28,28420580.0,con_impuestos,PESO MEXICANO,https://media.transparencia.sinaloa.gob.mx/uploads/files/11430/PEDIDO%20SSS-LPN-019-011-2024.pdf,,POLANCO,11560,RECURSO ESTATAL,SUBDIRECCION DE RECURSOS MATERIALES,06/06/2024,ADQUISICION DE ACELERADOR LINEAL MONOENERGETICO PARA UNIDAD DE APOYO DEL INSTITUTO SINALOENSE DE CANCEROLOGIA,,59729,True,True,2008-06-18,"SIEMENS HEALTHCARE DIAGNOSTICS, S. DE R.L. DE C.V.","{'monto': '566175', 'monto_cf': '             566,175.00'}","{'nombre': 'Instituto de Seguridad y Servicios Sociales de los Trabajadores del  Estado', 'clave_dependencia': '00637'}",,,,False
CIUDAD DE MÉXICO,9,20741,CMX - Alcaldia Coyoacan,2025,Licitación pública,Obra pública,Nacional,AC-DGOPDU-LP-O-196-2025,AC-DGOPDU-LP-O-196-2025,"MANTENIMIENTO Y CONSTRUCCIONES MALVIN, S.A. DE C.V",MCM071212NS8,2025-11-21,2915348.3,con_impuestos,PESOS M.N.,https://www.coyoacan.cdmx.gob.mx/Obligaciones/dgopdu/A121/fr30/2025/4trim/A121Fr30_2025_4trimCTO196.pdf,https://www.coyoacan.cdmx.gob.mx/Obligaciones/dgopdu/A121/fr30/2025/4trim/A121Fr30_2025_4trimFALLO196.pdf,"Tlalpan, Ciudad de México",14200,Federales,No,"TRABAJOS PARA LOS COMITÉS 03-076 LOS OLIVOS (FRACC.), 03-079 LOS ROBLES (FRACC.), 03-010 CAFETALES I (RDCIAL.), 03-153 TAXQUEÑA, 03-112 STUNAM CULHUACÁN (U.HAB.), CONFORME LO INDICA EL PROYECTO GANADOR, HASTA DONDE ALCANCE EL PRESUPUESTO 2025.","TRABAJOS PARA LOS COMITÉS 03-076 LOS OLIVOS (FRACC.), 03-079 LOS ROBLES (FRACC.), 03-010 CAFETALES I (RDCIAL.), 03-153 TAXQUEÑA, 03-112 STUNAM CULHUACÁN (U.HAB.), CONFORME LO INDICA EL PROYECTO GANADOR, HASTA DONDE ALCANCE EL PRESUPUESTO 2025.",2026-01-09,59413,True,True,2007-12-12,"MANTENIMIENTO Y CONTRUCCIÓN MALVIN, S.A. DE C.V.","{'monto': '84940', 'monto_cf': '              84,940.00'}","{'nombre': 'Banco del Bienestar', 'clave_dependencia': '06800'}",2013-04-03,2013-07-03,3 meses,False
MICHOACÁN DE OCAMPO,16,3406,"MIC - Sistema para el Desarrollo Integral de la Familia, Michoacan",2025,Adjudicación directa,Adquisiciones,Nacional,A 5839,,MULTIEQUIPOS Y MEDICAMENTOS S.A. DE C.V.,MME1205095G0,,1107.0,con_impuestos,PESOS,,,Monterrey,64890,Estatales,,MEDICAMENTO,,2025-09-30,59550,True,True,2012-05-09,"MULTIEQUIPOS Y MEDICAMENTOS, S.A. DE C.V.","{'monto': '807984', 'monto_cf': '             807,984.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-05-14,2026-11-14,"1 año, 6 meses",False
BAJA CALIFORNIA SUR,3,758,BCS - Secretaria de Finanzas y Administracion,2024,Invitación a cuando menos tres personas,Adquisiciones,Nacional,INA-000000014-159-2024,GBCS/2024-0800-INA-LES-159-212,David Miguel Castillo Angulo,CAAD0009283B6,2024-11-21,1029778.4,con_impuestos,MX,https://finanzas.bcs.gob.mx/wp-content/themes/voice/assets/images/obligaciones/2024/28a/contratos/2024-212 T.pdf,https://finanzas.bcs.gob.mx/wp-content/themes/voice/assets/images/obligaciones/2024/28a/doc/INA 159 2024 FALLO.pdf,La Paz,23070,Recursos Propios,,Adquisicion de baterias para eqipos de sistemas fotovoltaicos para albergues escolares.,Adquisicion de baterias para eqipos de sistemas fotovoltaicos para albergues escolares.,,59285,True,False,,DAVID MIGUEL CASTILLO ANGULO,"{'monto': '138911', 'monto_cf': '             138,911.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2023-09-26,2025-03-26,"1 año, 6 meses",True
DURANGO,10,1792,DUR - PE - Universidad Politecnica de Gomez Palacio (UPGOP),2024,Adjudicación directa,Servicios,Nacional,12JLH00007,B4627,Maxi Servicios de Mexico S.A. de C.V.,MSM0705117N6,2024-12-03,175960.4,con_impuestos,Peso,https://transparencia.durango.gob.mx/archivo/upgop/articulo65/XXIX/a/trimestral/2024/FACT._MAXI_175960.40_0001_1738174602319.pdf,,Torreón,27000,Estatales,No,Servicio de limpieza de noviembre,Servicio de limpieza de noviembre,,59429,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
TABASCO,27,5050,TAB - INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE TABASCO (ISSET),2025,Adjudicación directa,Servicios,Nacional,4898,ISSET/DG/DA/119/2025,SIEMENS HEALTHCARE DIAGNOSTICS S de RL de CV,SHD080618IA7,2025-10-03,801337.28,con_impuestos,MXN,https://transparencia.tabasco.gob.mx/media/ISSET/2025/4/760651.pdf,,MIGUEL HIDALGO,11560,Estatales,No,"INSTALACION, REPARACION Y MANTENIMIENTO DE EQUIPO E INSTRUMENTAL MEDICO Y DE LABORATORIO",SERVICIO,2025-12-31,59766,True,True,2008-06-18,"SIEMENS HEALTHCARE DIAGNOSTICS, S. DE R.L. DE C.V.","{'monto': '566175', 'monto_cf': '             566,175.00'}","{'nombre': 'Instituto de Seguridad y Servicios Sociales de los Trabajadores del  Estado', 'clave_dependencia': '00637'}",,,,False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2025,Adjudicación directa,Servicios,Nacional,2808,,VILMOY SA DE CV,VIL050518596,,,techo_maximo,Pesos,https://www.uaeh.edu.mx/transparencia/contratos/,,Pachuca de Soto,42060,Estatales,No,"[[1, 'Denominación o razón social', 'VILMOY SA DE CV'], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', 'VIL050518596'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]",Adquisición de servicio de análisis de agua para la planta tratadora de Ciudad del Conocimiento para asegurarse que el agua cumpla con las normas establecidas,2026-01-15,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
SONORA,26,4912,SON - Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado de Sonora (ISSSTESON),2024,Adjudicación directa,Adquisiciones,Nacional,175661,175661,"MEFALSA MEDICAMENTOS Y FARMACOS DE LEON, S.A. DE C.V.",MMF141020489,2024-07-01,791620.0,con_impuestos,,,,LEÓN,37257,Estatales,,ERITROPOYETINA SOL. INY. / FCO.  AMP. 4000 U.I. C/1 ML. C/6,,2024-09-30,59748,True,True,2014-10-20,"MEFALSA MEDICAMENTOS Y FÁRMACOS DE LEÓN, S.A. DE C.V.,","{'monto': '686048.6', 'monto_cf': '             686,048.60'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-06-11,2026-07-11,"1 año, 1 mes",False
